epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
112,1923.2,0.53132,0.42968,0.02245,0.00508,0.99481,0.98387,0.99469,0.92439,0.42852,0.18194,0.02761,0.00338,0.000655216,0.000655216,0.000655216
113,1939.02,0.55525,0.40761,0.02556,0.01037,0.96875,0.99997,0.99258,0.92159,0.41854,0.18692,0.02797,0.0031,0.000639139,0.000639139,0.000639139
114,1955,0.52453,0.36313,0.02479,0.00984,0.93678,1,0.99214,0.93092,0.40934,0.18216,0.02771,0.00429,0.000623176,0.000623176,0.000623176
115,1972.33,0.5232,0.39168,0.02098,0.01199,0.9808,0.98387,0.99405,0.93604,0.39514,0.16142,0.02659,0.00422,0.000607331,0.000607331,0.000607331
116,1994.66,0.51894,0.37251,0.02339,0.00518,0.99702,0.96774,0.99436,0.92376,0.40132,0.15483,0.02588,0.00314,0.000591608,0.000591608,0.000591608
117,2010.87,0.52244,0.35179,0.0233,0.00514,0.96667,0.98387,0.99374,0.93347,0.40112,0.16346,0.02602,0.00322,0.000576013,0.000576013,0.000576013
118,2027.41,0.53188,0.37373,0.02295,0.01082,0.96843,0.98961,0.9939,0.93347,0.41149,0.16536,0.02605,0.00342,0.000560549,0.000560549,0.000560549
119,2044.17,0.50761,0.37261,0.02479,0.00981,0.96688,1,0.99406,0.91965,0.4362,0.16304,0.02813,0.00321,0.000545223,0.000545223,0.000545223
120,2061.1,0.52178,0.40988,0.02137,0.00449,0.99805,0.96774,0.99332,0.92709,0.43254,0.16739,0.02805,0.00353,0.000530038,0.000530038,0.000530038
121,2077.45,0.49927,0.36028,0.02264,0.00666,0.97278,1,0.99437,0.92927,0.41883,0.16784,0.0267,0.00347,0.000515,0.000515,0.000515
122,2093.66,0.53855,0.37699,0.02395,0.00739,0.98263,1,0.99437,0.92771,0.40324,0.15259,0.02644,0.00322,0.000500112,0.000500112,0.000500112
123,2109.4,0.49826,0.33475,0.02372,0.0099,0.99862,0.96774,0.99407,0.92332,0.41881,0.16767,0.0276,0.00346,0.00048538,0.00048538,0.00048538
124,2125.02,0.55289,0.36698,0.02695,0.00826,0.98381,0.98005,0.99296,0.92214,0.40571,0.17909,0.0273,0.00374,0.000470807,0.000470807,0.000470807
125,2140.6,0.50279,0.3323,0.02312,0.00998,0.96296,1,0.99406,0.9322,0.39826,0.16147,0.02749,0.00397,0.000456399,0.000456399,0.000456399
126,2156.44,0.53843,0.37103,0.02455,0.01066,0.9983,0.98387,0.99425,0.93576,0.40863,0.16444,0.02773,0.0039,0.000442159,0.000442159,0.000442159
127,2172.26,0.54378,0.39189,0.02709,0.00694,0.99869,0.96774,0.99422,0.92484,0.41233,0.16104,0.02729,0.0038,0.000428093,0.000428093,0.000428093
128,2187.98,0.48649,0.33421,0.02344,0.02155,0.99855,0.95161,0.99288,0.93104,0.40617,0.17276,0.02695,0.00367,0.000414203,0.000414203,0.000414203
129,2203.82,0.51742,0.36713,0.02635,0.00636,0.99778,0.98387,0.99484,0.92896,0.41032,0.15496,0.02661,0.00354,0.000400495,0.000400495,0.000400495
130,2224.54,0.52507,0.35687,0.02436,0.00494,0.99908,0.98387,0.99454,0.92288,0.42855,0.15774,0.02625,0.00434,0.000386973,0.000386973,0.000386973
131,2243.98,0.49643,0.33645,0.01964,0.00454,0.99841,1,0.995,0.91659,0.43444,0.14872,0.02607,0.0042,0.00037364,0.00037364,0.00037364
132,2260.38,0.47152,0.32793,0.02484,0.00925,0.99319,0.98387,0.99469,0.92644,0.42706,0.15177,0.02755,0.00384,0.000360502,0.000360502,0.000360502
133,2276.84,0.53014,0.42911,0.02313,0.01721,0.99464,1,0.995,0.93183,0.42325,0.14374,0.02727,0.0039,0.000347561,0.000347561,0.000347561
134,2292.96,0.51701,0.37931,0.02487,0.01049,0.97692,1,0.99452,0.92777,0.42947,0.15785,0.02661,0.00464,0.000334822,0.000334822,0.000334822
135,2309.29,0.49669,0.35541,0.02588,0.00744,0.98333,1,0.995,0.94026,0.4257,0.1455,0.02678,0.00432,0.000322288,0.000322288,0.000322288
136,2325.44,0.47236,0.32744,0.02105,0.00331,1,0.99825,0.995,0.93676,0.41988,0.14105,0.02681,0.00397,0.000309964,0.000309964,0.000309964
137,2341.79,0.52887,0.39007,0.02371,0.00486,0.98005,1,0.99452,0.93964,0.41989,0.15991,0.0267,0.00455,0.000297854,0.000297854,0.000297854
138,2358.13,0.49777,0.33477,0.02356,0.00649,0.97617,0.98387,0.99405,0.93373,0.41196,0.15392,0.02671,0.00397,0.00028596,0.00028596,0.00028596
139,2373.61,0.47665,0.32542,0.02405,0.00627,0.99728,1,0.995,0.9314,0.41502,0.13915,0.02673,0.00422,0.000274287,0.000274287,0.000274287
140,2389.12,0.49722,0.33082,0.021,0.01247,0.99855,1,0.995,0.93345,0.41686,0.14085,0.02699,0.00456,0.000262838,0.000262838,0.000262838
141,2404.99,0.48502,0.31976,0.02508,0.00848,0.99823,1,0.995,0.93363,0.41421,0.12823,0.02676,0.00428,0.000251616,0.000251616,0.000251616
142,2420.76,0.55546,0.35551,0.02468,0.01207,0.99821,1,0.995,0.94049,0.4111,0.12746,0.02646,0.00411,0.000240625,0.000240625,0.000240625
143,2436.72,0.47277,0.30459,0.0235,0.00877,0.99885,1,0.995,0.94409,0.40098,0.12183,0.02668,0.004,0.000229869,0.000229869,0.000229869
144,2455.39,0.5253,0.39072,0.02756,0.0044,0.99869,1,0.995,0.93916,0.40505,0.12456,0.02644,0.00412,0.000219351,0.000219351,0.000219351
145,2473.67,0.47809,0.37502,0.02233,0.00786,0.99854,0.98387,0.99439,0.92834,0.41398,0.15394,0.0267,0.00419,0.000209073,0.000209073,0.000209073
146,2491.68,0.45711,0.28923,0.02175,0.00852,0.99587,0.98387,0.99469,0.92843,0.41193,0.14735,0.02676,0.00423,0.000199039,0.000199039,0.000199039
147,2509.86,0.51784,0.38306,0.02482,0.01529,0.99892,0.98387,0.99484,0.93205,0.40593,0.13928,0.02718,0.00419,0.000189253,0.000189253,0.000189253
148,2527.6,0.51925,0.32784,0.02889,0.00663,0.99779,0.98387,0.99439,0.93524,0.40318,0.1505,0.02715,0.00411,0.000179716,0.000179716,0.000179716
149,2545.09,0.47359,0.3235,0.02247,0.00921,0.99751,1,0.995,0.93044,0.40757,0.1381,0.02717,0.00396,0.000170432,0.000170432,0.000170432
150,2561.77,0.41792,0.28069,0.01972,0.01038,1,0.99816,0.995,0.92939,0.4181,0.14288,0.02743,0.00391,0.000161404,0.000161404,0.000161404
151,2578.8,0.47213,0.35126,0.02574,0.0078,1,0.99926,0.995,0.93242,0.41817,0.13842,0.02745,0.00383,0.000152635,0.000152635,0.000152635
152,2595.5,0.47137,0.32336,0.02391,0.00759,1,0.99349,0.995,0.93612,0.40916,0.14181,0.02748,0.00379,0.000144126,0.000144126,0.000144126
153,2611.49,0.48548,0.35769,0.02397,0.00559,0.9976,1,0.995,0.93466,0.40701,0.1344,0.02745,0.00375,0.000135882,0.000135882,0.000135882
154,2628.28,0.49498,0.36411,0.0255,0.00925,0.99807,1,0.995,0.93268,0.40648,0.13569,0.02733,0.00369,0.000127904,0.000127904,0.000127904
155,2644.8,0.46832,0.34171,0.02552,0.0093,1,0.99575,0.995,0.93434,0.40601,0.14601,0.02728,0.00374,0.000120194,0.000120194,0.000120194
156,2661.45,0.43527,0.32905,0.02088,0.00572,0.96733,1,0.9942,0.93529,0.40787,0.14959,0.02735,0.00373,0.000112755,0.000112755,0.000112755
157,2677.6,0.47759,0.31646,0.02216,0.00753,0.98125,1,0.99484,0.93604,0.40576,0.14179,0.02756,0.00379,0.00010559,0.00010559,0.00010559
158,2693.73,0.47807,0.30969,0.02486,0.00606,0.99968,1,0.995,0.9364,0.40423,0.13275,0.02752,0.00377,9.87002e-05,9.87002e-05,9.87002e-05
159,2714.59,0.44845,0.33444,0.0206,0.00367,1,0.99871,0.995,0.93348,0.40192,0.13695,0.02752,0.00381,9.2088e-05,9.2088e-05,9.2088e-05
